Agent_Number,Topology,Beta,Circle_Degree,Trendsetter_Percent,Epsilon,Weight,Trendsetter_Choosing_Type,Window_Size,A_emerged_count,B_emerged_count,Total_emerged,B_emerged_percentage
100,scale_free,0.2,"[1, 2]",5,0.1,"[0, 0, 1]",by closeness,5,5,45,50,0.9
100,scale_free,0.2,"[1, 2]",5,0.1,"[0, 0, 1]",by degree,5,1,49,50,0.98
