Agent Number,Epsilon,Trendsetter %,Beta,Weight,Trial,Percent of A,Percent of B
64,0.2,4,0.3,"[0, 1, 0]",4,82.8125,17.1875
64,0.2,4,0.3,"[0, 1, 0]",5,85.9375,14.0625
64,0.2,4,0.3,"[0, 0, 1]",1,100.0,0.0
64,0.2,4,0.3,"[0, 0, 1]",2,100.0,0.0
64,0.2,4,0.3,"[0, 0, 1]",3,100.0,0.0
64,0.2,4,0.3,"[0, 0, 1]",4,100.0,0.0
64,0.2,4,0.3,"[0, 0, 1]",5,100.0,0.0
64,0.2,4,0.4,"[1, 0, 0]",1,100.0,0.0
64,0.2,4,0.4,"[1, 0, 0]",2,100.0,0.0
64,0.2,4,0.4,"[1, 0, 0]",3,100.0,0.0
64,0.2,4,0.4,"[1, 0, 0]",4,100.0,0.0
64,0.2,4,0.4,"[1, 0, 0]",5,100.0,0.0
64,0.2,4,0.4,"[0, 1, 0]",1,82.8125,17.1875
64,0.2,4,0.4,"[0, 1, 0]",2,89.0625,10.9375
64,0.2,4,0.4,"[0, 1, 0]",3,87.5,12.5
64,0.2,4,0.4,"[0, 1, 0]",4,89.0625,10.9375
64,0.2,4,0.4,"[0, 1, 0]",5,84.375,15.625
64,0.2,4,0.4,"[0, 0, 1]",1,100.0,0.0
64,0.2,4,0.4,"[0, 0, 1]",2,100.0,0.0
64,0.2,4,0.4,"[0, 0, 1]",3,100.0,0.0
64,0.2,4,0.4,"[0, 0, 1]",4,100.0,0.0
64,0.2,4,0.4,"[0, 0, 1]",5,100.0,0.0
64,0.2,4,0.5,"[1, 0, 0]",1,100.0,0.0
64,0.2,4,0.5,"[1, 0, 0]",2,100.0,0.0
64,0.2,4,0.5,"[1, 0, 0]",3,100.0,0.0
64,0.2,4,0.5,"[1, 0, 0]",4,100.0,0.0
64,0.2,4,0.5,"[1, 0, 0]",5,100.0,0.0
64,0.2,4,0.5,"[0, 1, 0]",1,87.5,12.5
64,0.2,4,0.5,"[0, 1, 0]",2,90.625,9.375
64,0.2,4,0.5,"[0, 1, 0]",3,82.8125,17.1875
64,0.2,4,0.5,"[0, 1, 0]",4,82.8125,17.1875
64,0.2,4,0.5,"[0, 1, 0]",5,87.5,12.5
64,0.2,4,0.5,"[0, 0, 1]",1,100.0,0.0
64,0.2,4,0.5,"[0, 0, 1]",2,100.0,0.0
64,0.2,4,0.5,"[0, 0, 1]",3,100.0,0.0
64,0.2,4,0.5,"[0, 0, 1]",4,100.0,0.0
64,0.2,4,0.5,"[0, 0, 1]",5,100.0,0.0
64,0.2,6,0.1,"[1, 0, 0]",1,100.0,0.0
64,0.2,6,0.1,"[1, 0, 0]",2,100.0,0.0
64,0.2,6,0.1,"[1, 0, 0]",3,100.0,0.0
64,0.2,6,0.1,"[1, 0, 0]",4,100.0,0.0
64,0.2,6,0.1,"[1, 0, 0]",5,100.0,0.0
64,0.2,6,0.1,"[0, 1, 0]",1,84.375,15.625
64,0.2,6,0.1,"[0, 1, 0]",2,78.125,21.875
64,0.2,6,0.1,"[0, 1, 0]",3,87.5,12.5
64,0.2,6,0.1,"[0, 1, 0]",4,81.25,18.75
64,0.2,6,0.1,"[0, 1, 0]",5,84.375,15.625
64,0.2,6,0.1,"[0, 0, 1]",1,56.25,43.75
64,0.2,6,0.1,"[0, 0, 1]",2,54.6875,45.3125
64,0.2,6,0.1,"[0, 0, 1]",3,51.5625,48.4375
64,0.2,6,0.1,"[0, 0, 1]",4,46.875,53.125
64,0.2,6,0.1,"[0, 0, 1]",5,50.0,50.0
64,0.2,6,0.2,"[1, 0, 0]",1,100.0,0.0
64,0.2,6,0.2,"[1, 0, 0]",2,100.0,0.0
64,0.2,6,0.2,"[1, 0, 0]",3,100.0,0.0
64,0.2,6,0.2,"[1, 0, 0]",4,100.0,0.0
64,0.2,6,0.2,"[1, 0, 0]",5,100.0,0.0
64,0.2,6,0.2,"[0, 1, 0]",1,85.9375,14.0625
64,0.2,6,0.2,"[0, 1, 0]",2,89.0625,10.9375
64,0.2,6,0.2,"[0, 1, 0]",3,85.9375,14.0625
64,0.2,6,0.2,"[0, 1, 0]",4,87.5,12.5
64,0.2,6,0.2,"[0, 1, 0]",5,82.8125,17.1875
64,0.2,6,0.2,"[0, 0, 1]",1,100.0,0.0
64,0.2,6,0.2,"[0, 0, 1]",2,100.0,0.0
64,0.2,6,0.2,"[0, 0, 1]",3,100.0,0.0
64,0.2,6,0.2,"[0, 0, 1]",4,100.0,0.0
64,0.2,6,0.2,"[0, 0, 1]",5,100.0,0.0
64,0.2,6,0.3,"[1, 0, 0]",1,100.0,0.0
64,0.2,6,0.3,"[1, 0, 0]",2,100.0,0.0
64,0.2,6,0.3,"[1, 0, 0]",3,100.0,0.0
64,0.2,6,0.3,"[1, 0, 0]",4,100.0,0.0
64,0.2,6,0.3,"[1, 0, 0]",5,100.0,0.0
64,0.2,6,0.3,"[0, 1, 0]",1,78.125,21.875
64,0.2,6,0.3,"[0, 1, 0]",2,90.625,9.375
64,0.2,6,0.3,"[0, 1, 0]",3,82.8125,17.1875
64,0.2,6,0.3,"[0, 1, 0]",4,73.4375,26.5625
64,0.2,6,0.3,"[0, 1, 0]",5,84.375,15.625
64,0.2,6,0.3,"[0, 0, 1]",1,100.0,0.0
64,0.2,6,0.3,"[0, 0, 1]",2,100.0,0.0
64,0.2,6,0.3,"[0, 0, 1]",3,0.0,100.0
64,0.2,6,0.3,"[0, 0, 1]",4,100.0,0.0
64,0.2,6,0.3,"[0, 0, 1]",5,100.0,0.0
64,0.2,6,0.4,"[1, 0, 0]",1,100.0,0.0
64,0.2,6,0.4,"[1, 0, 0]",2,100.0,0.0
64,0.2,6,0.4,"[1, 0, 0]",3,100.0,0.0
64,0.2,6,0.4,"[1, 0, 0]",4,100.0,0.0
64,0.2,6,0.4,"[1, 0, 0]",5,100.0,0.0
64,0.2,6,0.4,"[0, 1, 0]",1,90.625,9.375
64,0.2,6,0.4,"[0, 1, 0]",2,87.5,12.5
64,0.2,6,0.4,"[0, 1, 0]",3,84.375,15.625
64,0.2,6,0.4,"[0, 1, 0]",4,82.8125,17.1875
64,0.2,6,0.4,"[0, 1, 0]",5,84.375,15.625
64,0.2,6,0.4,"[0, 0, 1]",1,100.0,0.0
64,0.2,6,0.4,"[0, 0, 1]",2,100.0,0.0
64,0.2,6,0.4,"[0, 0, 1]",3,100.0,0.0
64,0.2,6,0.4,"[0, 0, 1]",4,0.0,100.0
64,0.2,6,0.4,"[0, 0, 1]",5,100.0,0.0
64,0.2,6,0.5,"[1, 0, 0]",1,100.0,0.0
64,0.2,6,0.5,"[1, 0, 0]",2,100.0,0.0
64,0.2,6,0.5,"[1, 0, 0]",3,100.0,0.0
64,0.2,6,0.5,"[1, 0, 0]",4,100.0,0.0
64,0.2,6,0.5,"[1, 0, 0]",5,100.0,0.0
64,0.2,6,0.5,"[0, 1, 0]",1,85.9375,14.0625
64,0.2,6,0.5,"[0, 1, 0]",2,81.25,18.75
64,0.2,6,0.5,"[0, 1, 0]",3,81.25,18.75
64,0.2,6,0.5,"[0, 1, 0]",4,87.5,12.5
64,0.2,6,0.5,"[0, 1, 0]",5,79.6875,20.3125
64,0.2,6,0.5,"[0, 0, 1]",1,100.0,0.0
64,0.2,6,0.5,"[0, 0, 1]",2,100.0,0.0
64,0.2,6,0.5,"[0, 0, 1]",3,100.0,0.0
64,0.2,6,0.5,"[0, 0, 1]",4,100.0,0.0
64,0.2,6,0.5,"[0, 0, 1]",5,100.0,0.0
64,0.2,8,0.1,"[1, 0, 0]",1,100.0,0.0
64,0.2,8,0.1,"[1, 0, 0]",2,100.0,0.0
64,0.2,8,0.1,"[1, 0, 0]",3,100.0,0.0
64,0.2,8,0.1,"[1, 0, 0]",4,100.0,0.0
64,0.2,8,0.1,"[1, 0, 0]",5,100.0,0.0
64,0.2,8,0.1,"[0, 1, 0]",1,82.8125,17.1875
64,0.2,8,0.1,"[0, 1, 0]",2,84.375,15.625
64,0.2,8,0.1,"[0, 1, 0]",3,84.375,15.625
64,0.2,8,0.1,"[0, 1, 0]",4,84.375,15.625
64,0.2,8,0.1,"[0, 1, 0]",5,84.375,15.625
64,0.2,8,0.1,"[0, 0, 1]",1,51.5625,48.4375
64,0.2,8,0.1,"[0, 0, 1]",2,53.125,46.875
64,0.2,8,0.1,"[0, 0, 1]",3,51.5625,48.4375
64,0.2,8,0.1,"[0, 0, 1]",4,42.1875,57.8125
64,0.2,8,0.1,"[0, 0, 1]",5,57.8125,42.1875
64,0.2,8,0.2,"[1, 0, 0]",1,100.0,0.0
64,0.2,8,0.2,"[1, 0, 0]",2,100.0,0.0
64,0.2,8,0.2,"[1, 0, 0]",3,100.0,0.0
64,0.2,8,0.2,"[1, 0, 0]",4,100.0,0.0
64,0.2,8,0.2,"[1, 0, 0]",5,100.0,0.0
64,0.2,8,0.2,"[0, 1, 0]",1,89.0625,10.9375
64,0.2,8,0.2,"[0, 1, 0]",2,82.8125,17.1875
64,0.2,8,0.2,"[0, 1, 0]",3,87.5,12.5
64,0.2,8,0.2,"[0, 1, 0]",4,81.25,18.75
64,0.2,8,0.2,"[0, 1, 0]",5,82.8125,17.1875
64,0.2,8,0.2,"[0, 0, 1]",1,100.0,0.0
64,0.2,8,0.2,"[0, 0, 1]",2,100.0,0.0
64,0.2,8,0.2,"[0, 0, 1]",3,100.0,0.0
64,0.2,8,0.2,"[0, 0, 1]",4,100.0,0.0
64,0.2,8,0.2,"[0, 0, 1]",5,100.0,0.0
64,0.2,8,0.3,"[1, 0, 0]",1,100.0,0.0
64,0.2,8,0.3,"[1, 0, 0]",2,100.0,0.0
64,0.2,8,0.3,"[1, 0, 0]",3,100.0,0.0
64,0.2,8,0.3,"[1, 0, 0]",4,100.0,0.0
64,0.2,8,0.3,"[1, 0, 0]",5,100.0,0.0
64,0.2,8,0.3,"[0, 1, 0]",1,73.4375,26.5625
64,0.2,8,0.3,"[0, 1, 0]",2,84.375,15.625
64,0.2,8,0.3,"[0, 1, 0]",3,82.8125,17.1875
64,0.2,8,0.3,"[0, 1, 0]",4,89.0625,10.9375
64,0.2,8,0.3,"[0, 1, 0]",5,81.25,18.75
64,0.2,8,0.3,"[0, 0, 1]",1,100.0,0.0
64,0.2,8,0.3,"[0, 0, 1]",2,100.0,0.0
64,0.2,8,0.3,"[0, 0, 1]",3,100.0,0.0
64,0.2,8,0.3,"[0, 0, 1]",4,100.0,0.0
64,0.2,8,0.3,"[0, 0, 1]",5,100.0,0.0
64,0.2,8,0.4,"[1, 0, 0]",1,100.0,0.0
64,0.2,8,0.4,"[1, 0, 0]",2,100.0,0.0
64,0.2,8,0.4,"[1, 0, 0]",3,100.0,0.0
64,0.2,8,0.4,"[1, 0, 0]",4,100.0,0.0
64,0.2,8,0.4,"[1, 0, 0]",5,100.0,0.0
64,0.2,8,0.4,"[0, 1, 0]",1,82.8125,17.1875
64,0.2,8,0.4,"[0, 1, 0]",2,76.5625,23.4375
64,0.2,8,0.4,"[0, 1, 0]",3,87.5,12.5
64,0.2,8,0.4,"[0, 1, 0]",4,81.25,18.75
64,0.2,8,0.4,"[0, 1, 0]",5,82.8125,17.1875
64,0.2,8,0.4,"[0, 0, 1]",1,100.0,0.0
64,0.2,8,0.4,"[0, 0, 1]",2,100.0,0.0
64,0.2,8,0.4,"[0, 0, 1]",3,100.0,0.0
64,0.2,8,0.4,"[0, 0, 1]",4,100.0,0.0
64,0.2,8,0.4,"[0, 0, 1]",5,100.0,0.0
64,0.2,8,0.5,"[1, 0, 0]",1,100.0,0.0
64,0.2,8,0.5,"[1, 0, 0]",2,100.0,0.0
64,0.2,8,0.5,"[1, 0, 0]",3,100.0,0.0
64,0.2,8,0.5,"[1, 0, 0]",4,100.0,0.0
64,0.2,8,0.5,"[1, 0, 0]",5,100.0,0.0
64,0.2,8,0.5,"[0, 1, 0]",1,78.125,21.875
64,0.2,8,0.5,"[0, 1, 0]",2,78.125,21.875
64,0.2,8,0.5,"[0, 1, 0]",3,82.8125,17.1875
64,0.2,8,0.5,"[0, 1, 0]",4,71.875,28.125
64,0.2,8,0.5,"[0, 1, 0]",5,78.125,21.875
64,0.2,8,0.5,"[0, 0, 1]",1,100.0,0.0
64,0.2,8,0.5,"[0, 0, 1]",2,100.0,0.0
64,0.2,8,0.5,"[0, 0, 1]",3,100.0,0.0
64,0.2,8,0.5,"[0, 0, 1]",4,100.0,0.0
64,0.2,8,0.5,"[0, 0, 1]",5,100.0,0.0
64,0.2,10,0.1,"[1, 0, 0]",1,100.0,0.0
64,0.2,10,0.1,"[1, 0, 0]",2,100.0,0.0
64,0.2,10,0.1,"[1, 0, 0]",3,100.0,0.0
64,0.2,10,0.1,"[1, 0, 0]",4,100.0,0.0
64,0.2,10,0.1,"[1, 0, 0]",5,100.0,0.0
64,0.2,10,0.1,"[0, 1, 0]",1,85.9375,14.0625
64,0.2,10,0.1,"[0, 1, 0]",2,85.9375,14.0625
64,0.2,10,0.1,"[0, 1, 0]",3,82.8125,17.1875
64,0.2,10,0.1,"[0, 1, 0]",4,82.8125,17.1875
64,0.2,10,0.1,"[0, 1, 0]",5,76.5625,23.4375
64,0.2,10,0.1,"[0, 0, 1]",1,53.125,46.875
64,0.2,10,0.1,"[0, 0, 1]",2,53.125,46.875
64,0.2,10,0.1,"[0, 0, 1]",3,53.125,46.875
64,0.2,10,0.1,"[0, 0, 1]",4,46.875,53.125
64,0.2,10,0.1,"[0, 0, 1]",5,51.5625,48.4375
64,0.2,10,0.2,"[1, 0, 0]",1,100.0,0.0
64,0.2,10,0.2,"[1, 0, 0]",2,100.0,0.0
64,0.2,10,0.2,"[1, 0, 0]",3,100.0,0.0
64,0.2,10,0.2,"[1, 0, 0]",4,100.0,0.0
64,0.2,10,0.2,"[1, 0, 0]",5,100.0,0.0
64,0.2,10,0.2,"[0, 1, 0]",1,81.25,18.75
64,0.2,10,0.2,"[0, 1, 0]",2,82.8125,17.1875
64,0.2,10,0.2,"[0, 1, 0]",3,78.125,21.875
64,0.2,10,0.2,"[0, 1, 0]",4,85.9375,14.0625
64,0.2,10,0.2,"[0, 1, 0]",5,76.5625,23.4375
64,0.2,10,0.2,"[0, 0, 1]",1,100.0,0.0
64,0.2,10,0.2,"[0, 0, 1]",2,62.5,37.5
64,0.2,10,0.2,"[0, 0, 1]",3,100.0,0.0
64,0.2,10,0.2,"[0, 0, 1]",4,100.0,0.0
64,0.2,10,0.2,"[0, 0, 1]",5,100.0,0.0
64,0.2,10,0.3,"[1, 0, 0]",1,100.0,0.0
64,0.2,10,0.3,"[1, 0, 0]",2,100.0,0.0
64,0.2,10,0.3,"[1, 0, 0]",3,100.0,0.0
64,0.2,10,0.3,"[1, 0, 0]",4,100.0,0.0
64,0.2,10,0.3,"[1, 0, 0]",5,100.0,0.0
64,0.2,10,0.3,"[0, 1, 0]",1,81.25,18.75
64,0.2,10,0.3,"[0, 1, 0]",2,81.25,18.75
64,0.2,10,0.3,"[0, 1, 0]",3,75.0,25.0
64,0.2,10,0.3,"[0, 1, 0]",4,79.6875,20.3125
64,0.2,10,0.3,"[0, 1, 0]",5,76.5625,23.4375
64,0.2,10,0.3,"[0, 0, 1]",1,100.0,0.0
64,0.2,10,0.3,"[0, 0, 1]",2,100.0,0.0
64,0.2,10,0.3,"[0, 0, 1]",3,100.0,0.0
64,0.2,10,0.3,"[0, 0, 1]",4,100.0,0.0
64,0.2,10,0.3,"[0, 0, 1]",5,100.0,0.0
64,0.2,10,0.4,"[1, 0, 0]",1,100.0,0.0
64,0.2,10,0.4,"[1, 0, 0]",2,100.0,0.0
64,0.2,10,0.4,"[1, 0, 0]",3,100.0,0.0
64,0.2,10,0.4,"[1, 0, 0]",4,100.0,0.0
64,0.2,10,0.4,"[1, 0, 0]",5,100.0,0.0
64,0.2,10,0.4,"[0, 1, 0]",1,75.0,25.0
64,0.2,10,0.4,"[0, 1, 0]",2,82.8125,17.1875
64,0.2,10,0.4,"[0, 1, 0]",3,78.125,21.875
64,0.2,10,0.4,"[0, 1, 0]",4,82.8125,17.1875
64,0.2,10,0.4,"[0, 1, 0]",5,78.125,21.875
64,0.2,10,0.4,"[0, 0, 1]",1,62.5,37.5
64,0.2,10,0.4,"[0, 0, 1]",2,100.0,0.0
64,0.2,10,0.4,"[0, 0, 1]",3,100.0,0.0
64,0.2,10,0.4,"[0, 0, 1]",4,100.0,0.0
64,0.2,10,0.4,"[0, 0, 1]",5,100.0,0.0
64,0.2,10,0.5,"[1, 0, 0]",1,100.0,0.0
64,0.2,10,0.5,"[1, 0, 0]",2,100.0,0.0
64,0.2,10,0.5,"[1, 0, 0]",3,100.0,0.0
64,0.2,10,0.5,"[1, 0, 0]",4,100.0,0.0
64,0.2,10,0.5,"[1, 0, 0]",5,100.0,0.0
64,0.2,10,0.5,"[0, 1, 0]",1,82.8125,17.1875
64,0.2,10,0.5,"[0, 1, 0]",2,73.4375,26.5625
64,0.2,10,0.5,"[0, 1, 0]",3,84.375,15.625
64,0.2,10,0.5,"[0, 1, 0]",4,84.375,15.625
64,0.2,10,0.5,"[0, 1, 0]",5,79.6875,20.3125
64,0.2,10,0.5,"[0, 0, 1]",1,100.0,0.0
64,0.2,10,0.5,"[0, 0, 1]",2,100.0,0.0
64,0.2,10,0.5,"[0, 0, 1]",3,0.0,100.0
64,0.2,10,0.5,"[0, 0, 1]",4,100.0,0.0
64,0.2,10,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.05,2,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.05,2,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.05,2,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.05,2,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.05,2,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.05,2,0.1,"[0, 1, 0]",1,96.29629629629629,3.7037037037037033
81,0.05,2,0.1,"[0, 1, 0]",2,97.53086419753086,2.4691358024691357
81,0.05,2,0.1,"[0, 1, 0]",3,96.29629629629629,3.7037037037037033
81,0.05,2,0.1,"[0, 1, 0]",4,96.29629629629629,3.7037037037037033
81,0.05,2,0.1,"[0, 1, 0]",5,95.06172839506173,4.938271604938271
81,0.05,2,0.1,"[0, 0, 1]",1,39.50617283950617,60.49382716049383
81,0.05,2,0.1,"[0, 0, 1]",2,44.44444444444444,55.55555555555556
81,0.05,2,0.1,"[0, 0, 1]",3,44.44444444444444,55.55555555555556
81,0.05,2,0.1,"[0, 0, 1]",4,44.44444444444444,55.55555555555556
81,0.05,2,0.1,"[0, 0, 1]",5,54.32098765432099,45.67901234567901
81,0.05,2,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.05,2,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.05,2,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.05,2,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.05,2,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.05,2,0.2,"[0, 1, 0]",1,97.53086419753086,2.4691358024691357
81,0.05,2,0.2,"[0, 1, 0]",2,97.53086419753086,2.4691358024691357
81,0.05,2,0.2,"[0, 1, 0]",3,95.06172839506173,4.938271604938271
81,0.05,2,0.2,"[0, 1, 0]",4,97.53086419753086,2.4691358024691357
81,0.05,2,0.2,"[0, 1, 0]",5,96.29629629629629,3.7037037037037033
81,0.05,2,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.05,2,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.05,2,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.05,2,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.05,2,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.05,2,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.05,2,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.05,2,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.05,2,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.05,2,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.05,2,0.3,"[0, 1, 0]",1,96.29629629629629,3.7037037037037033
81,0.05,2,0.3,"[0, 1, 0]",2,95.06172839506173,4.938271604938271
81,0.05,2,0.3,"[0, 1, 0]",3,93.82716049382715,6.172839506172839
81,0.05,2,0.3,"[0, 1, 0]",4,92.5925925925926,7.4074074074074066
81,0.05,2,0.3,"[0, 1, 0]",5,95.06172839506173,4.938271604938271
81,0.05,2,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.05,2,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.05,2,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.05,2,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.05,2,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.05,2,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.05,2,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.05,2,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.05,2,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.05,2,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.05,2,0.4,"[0, 1, 0]",1,96.29629629629629,3.7037037037037033
81,0.05,2,0.4,"[0, 1, 0]",2,93.82716049382715,6.172839506172839
81,0.05,2,0.4,"[0, 1, 0]",3,93.82716049382715,6.172839506172839
81,0.05,2,0.4,"[0, 1, 0]",4,98.76543209876543,1.2345679012345678
81,0.05,2,0.4,"[0, 1, 0]",5,96.29629629629629,3.7037037037037033
81,0.05,2,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.05,2,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.05,2,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.05,2,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.05,2,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.05,2,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.05,2,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.05,2,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.05,2,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.05,2,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.05,2,0.5,"[0, 1, 0]",1,96.29629629629629,3.7037037037037033
81,0.05,2,0.5,"[0, 1, 0]",2,97.53086419753086,2.4691358024691357
81,0.05,2,0.5,"[0, 1, 0]",3,98.76543209876543,1.2345679012345678
81,0.05,2,0.5,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.05,2,0.5,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.05,2,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.05,2,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.05,2,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.05,2,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.05,2,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.05,4,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.05,4,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.05,4,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.05,4,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.05,4,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.05,4,0.1,"[0, 1, 0]",1,93.82716049382715,6.172839506172839
81,0.05,4,0.1,"[0, 1, 0]",2,95.06172839506173,4.938271604938271
81,0.05,4,0.1,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,4,0.1,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.05,4,0.1,"[0, 1, 0]",5,93.82716049382715,6.172839506172839
81,0.05,4,0.1,"[0, 0, 1]",1,56.79012345679012,43.20987654320987
81,0.05,4,0.1,"[0, 0, 1]",2,51.85185185185185,48.148148148148145
81,0.05,4,0.1,"[0, 0, 1]",3,60.49382716049383,39.50617283950617
81,0.05,4,0.1,"[0, 0, 1]",4,50.617283950617285,49.382716049382715
81,0.05,4,0.1,"[0, 0, 1]",5,51.85185185185185,48.148148148148145
81,0.05,4,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.05,4,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.05,4,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.05,4,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.05,4,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.05,4,0.2,"[0, 1, 0]",1,93.82716049382715,6.172839506172839
81,0.05,4,0.2,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.05,4,0.2,"[0, 1, 0]",3,95.06172839506173,4.938271604938271
81,0.05,4,0.2,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.05,4,0.2,"[0, 1, 0]",5,92.5925925925926,7.4074074074074066
81,0.05,4,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.05,4,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.05,4,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.05,4,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.05,4,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.05,4,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.05,4,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.05,4,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.05,4,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.05,4,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.05,4,0.3,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.05,4,0.3,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.05,4,0.3,"[0, 1, 0]",3,91.35802469135803,8.641975308641975
81,0.05,4,0.3,"[0, 1, 0]",4,93.82716049382715,6.172839506172839
81,0.05,4,0.3,"[0, 1, 0]",5,92.5925925925926,7.4074074074074066
81,0.05,4,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.05,4,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.05,4,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.05,4,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.05,4,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.05,4,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.05,4,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.05,4,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.05,4,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.05,4,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.05,4,0.4,"[0, 1, 0]",1,93.82716049382715,6.172839506172839
81,0.05,4,0.4,"[0, 1, 0]",2,93.82716049382715,6.172839506172839
81,0.05,4,0.4,"[0, 1, 0]",3,95.06172839506173,4.938271604938271
81,0.05,4,0.4,"[0, 1, 0]",4,93.82716049382715,6.172839506172839
81,0.05,4,0.4,"[0, 1, 0]",5,92.5925925925926,7.4074074074074066
81,0.05,4,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.05,4,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.05,4,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.05,4,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.05,4,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.05,4,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.05,4,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.05,4,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.05,4,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.05,4,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.05,4,0.5,"[0, 1, 0]",1,95.06172839506173,4.938271604938271
81,0.05,4,0.5,"[0, 1, 0]",2,92.5925925925926,7.4074074074074066
81,0.05,4,0.5,"[0, 1, 0]",3,91.35802469135803,8.641975308641975
