Agent Number,Epsilon,Trendsetter %,Beta,Weight,Trial,Percent of A,Percent of B
81,0.05,4,0.5,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.05,4,0.5,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.05,4,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.05,4,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.05,4,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.05,4,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.05,4,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.05,6,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.05,6,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.05,6,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.05,6,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.05,6,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.05,6,0.1,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.05,6,0.1,"[0, 1, 0]",2,88.88888888888889,11.11111111111111
81,0.05,6,0.1,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.05,6,0.1,"[0, 1, 0]",4,92.5925925925926,7.4074074074074066
81,0.05,6,0.1,"[0, 1, 0]",5,92.5925925925926,7.4074074074074066
81,0.05,6,0.1,"[0, 0, 1]",1,51.85185185185185,48.148148148148145
81,0.05,6,0.1,"[0, 0, 1]",2,44.44444444444444,55.55555555555556
81,0.05,6,0.1,"[0, 0, 1]",3,46.913580246913575,53.086419753086425
81,0.05,6,0.1,"[0, 0, 1]",4,61.72839506172839,38.2716049382716
81,0.05,6,0.1,"[0, 0, 1]",5,56.79012345679012,43.20987654320987
81,0.05,6,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.05,6,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.05,6,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.05,6,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.05,6,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.05,6,0.2,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.05,6,0.2,"[0, 1, 0]",2,92.5925925925926,7.4074074074074066
81,0.05,6,0.2,"[0, 1, 0]",3,91.35802469135803,8.641975308641975
81,0.05,6,0.2,"[0, 1, 0]",4,93.82716049382715,6.172839506172839
81,0.05,6,0.2,"[0, 1, 0]",5,93.82716049382715,6.172839506172839
81,0.05,6,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.05,6,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.05,6,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.05,6,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.05,6,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.05,6,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.05,6,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.05,6,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.05,6,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.05,6,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.05,6,0.3,"[0, 1, 0]",1,95.06172839506173,4.938271604938271
81,0.05,6,0.3,"[0, 1, 0]",2,93.82716049382715,6.172839506172839
81,0.05,6,0.3,"[0, 1, 0]",3,92.5925925925926,7.4074074074074066
81,0.05,6,0.3,"[0, 1, 0]",4,90.12345679012346,9.876543209876543
81,0.05,6,0.3,"[0, 1, 0]",5,95.06172839506173,4.938271604938271
81,0.05,6,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.05,6,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.05,6,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.05,6,0.3,"[0, 0, 1]",4,0.0,100.0
81,0.05,6,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.05,6,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.05,6,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.05,6,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.05,6,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.05,6,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.05,6,0.4,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.05,6,0.4,"[0, 1, 0]",2,93.82716049382715,6.172839506172839
81,0.05,6,0.4,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.05,6,0.4,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.05,6,0.4,"[0, 1, 0]",5,93.82716049382715,6.172839506172839
81,0.05,6,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.05,6,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.05,6,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.05,6,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.05,6,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.05,6,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.05,6,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.05,6,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.05,6,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.05,6,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.05,6,0.5,"[0, 1, 0]",1,93.82716049382715,6.172839506172839
81,0.05,6,0.5,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.05,6,0.5,"[0, 1, 0]",3,91.35802469135803,8.641975308641975
81,0.05,6,0.5,"[0, 1, 0]",4,92.5925925925926,7.4074074074074066
81,0.05,6,0.5,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.05,6,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.05,6,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.05,6,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.05,6,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.05,6,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.05,8,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.05,8,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.05,8,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.05,8,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.05,8,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.05,8,0.1,"[0, 1, 0]",1,91.35802469135803,8.641975308641975
81,0.05,8,0.1,"[0, 1, 0]",2,92.5925925925926,7.4074074074074066
81,0.05,8,0.1,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,8,0.1,"[0, 1, 0]",4,88.88888888888889,11.11111111111111
81,0.05,8,0.1,"[0, 1, 0]",5,92.5925925925926,7.4074074074074066
81,0.05,8,0.1,"[0, 0, 1]",1,45.67901234567901,54.32098765432099
81,0.05,8,0.1,"[0, 0, 1]",2,56.79012345679012,43.20987654320987
81,0.05,8,0.1,"[0, 0, 1]",3,45.67901234567901,54.32098765432099
81,0.05,8,0.1,"[0, 0, 1]",4,51.85185185185185,48.148148148148145
81,0.05,8,0.1,"[0, 0, 1]",5,46.913580246913575,53.086419753086425
81,0.05,8,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.05,8,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.05,8,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.05,8,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.05,8,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.05,8,0.2,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.05,8,0.2,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.05,8,0.2,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.05,8,0.2,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.05,8,0.2,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.05,8,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.05,8,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.05,8,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.05,8,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.05,8,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.05,8,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.05,8,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.05,8,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.05,8,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.05,8,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.05,8,0.3,"[0, 1, 0]",1,92.5925925925926,7.4074074074074066
81,0.05,8,0.3,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.05,8,0.3,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,8,0.3,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.05,8,0.3,"[0, 1, 0]",5,83.9506172839506,16.049382716049383
81,0.05,8,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.05,8,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.05,8,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.05,8,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.05,8,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.05,8,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.05,8,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.05,8,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.05,8,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.05,8,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.05,8,0.4,"[0, 1, 0]",1,88.88888888888889,11.11111111111111
81,0.05,8,0.4,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.05,8,0.4,"[0, 1, 0]",3,92.5925925925926,7.4074074074074066
81,0.05,8,0.4,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.05,8,0.4,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.05,8,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.05,8,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.05,8,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.05,8,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.05,8,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.05,8,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.05,8,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.05,8,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.05,8,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.05,8,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.05,8,0.5,"[0, 1, 0]",1,92.5925925925926,7.4074074074074066
81,0.05,8,0.5,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.05,8,0.5,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,8,0.5,"[0, 1, 0]",4,88.88888888888889,11.11111111111111
81,0.05,8,0.5,"[0, 1, 0]",5,90.12345679012346,9.876543209876543
81,0.05,8,0.5,"[0, 0, 1]",1,0.0,100.0
81,0.05,8,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.05,8,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.05,8,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.05,8,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.05,10,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.05,10,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.05,10,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.05,10,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.05,10,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.05,10,0.1,"[0, 1, 0]",1,86.41975308641975,13.580246913580247
81,0.05,10,0.1,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.05,10,0.1,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,10,0.1,"[0, 1, 0]",4,88.88888888888889,11.11111111111111
81,0.05,10,0.1,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.05,10,0.1,"[0, 0, 1]",1,46.913580246913575,53.086419753086425
81,0.05,10,0.1,"[0, 0, 1]",2,46.913580246913575,53.086419753086425
81,0.05,10,0.1,"[0, 0, 1]",3,54.32098765432099,45.67901234567901
81,0.05,10,0.1,"[0, 0, 1]",4,53.086419753086425,46.913580246913575
81,0.05,10,0.1,"[0, 0, 1]",5,45.67901234567901,54.32098765432099
81,0.05,10,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.05,10,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.05,10,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.05,10,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.05,10,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.05,10,0.2,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.05,10,0.2,"[0, 1, 0]",2,87.65432098765432,12.345679012345679
81,0.05,10,0.2,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.05,10,0.2,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.05,10,0.2,"[0, 1, 0]",5,90.12345679012346,9.876543209876543
81,0.05,10,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.05,10,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.05,10,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.05,10,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.05,10,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.05,10,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.05,10,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.05,10,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.05,10,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.05,10,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.05,10,0.3,"[0, 1, 0]",1,88.88888888888889,11.11111111111111
81,0.05,10,0.3,"[0, 1, 0]",2,88.88888888888889,11.11111111111111
81,0.05,10,0.3,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.05,10,0.3,"[0, 1, 0]",4,83.9506172839506,16.049382716049383
81,0.05,10,0.3,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.05,10,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.05,10,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.05,10,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.05,10,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.05,10,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.05,10,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.05,10,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.05,10,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.05,10,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.05,10,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.05,10,0.4,"[0, 1, 0]",1,88.88888888888889,11.11111111111111
81,0.05,10,0.4,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.05,10,0.4,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.05,10,0.4,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.05,10,0.4,"[0, 1, 0]",5,88.88888888888889,11.11111111111111
81,0.05,10,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.05,10,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.05,10,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.05,10,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.05,10,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.05,10,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.05,10,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.05,10,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.05,10,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.05,10,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.05,10,0.5,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.05,10,0.5,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.05,10,0.5,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.05,10,0.5,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.05,10,0.5,"[0, 1, 0]",5,88.88888888888889,11.11111111111111
81,0.05,10,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.05,10,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.05,10,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.05,10,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.05,10,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.1,2,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.1,2,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.1,2,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.1,2,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.1,2,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.1,2,0.1,"[0, 1, 0]",1,96.29629629629629,3.7037037037037033
81,0.1,2,0.1,"[0, 1, 0]",2,92.5925925925926,7.4074074074074066
81,0.1,2,0.1,"[0, 1, 0]",3,93.82716049382715,6.172839506172839
81,0.1,2,0.1,"[0, 1, 0]",4,92.5925925925926,7.4074074074074066
81,0.1,2,0.1,"[0, 1, 0]",5,88.88888888888889,11.11111111111111
81,0.1,2,0.1,"[0, 0, 1]",1,50.617283950617285,49.382716049382715
81,0.1,2,0.1,"[0, 0, 1]",2,38.2716049382716,61.72839506172839
81,0.1,2,0.1,"[0, 0, 1]",3,45.67901234567901,54.32098765432099
81,0.1,2,0.1,"[0, 0, 1]",4,51.85185185185185,48.148148148148145
81,0.1,2,0.1,"[0, 0, 1]",5,48.148148148148145,51.85185185185185
81,0.1,2,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.1,2,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.1,2,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.1,2,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.1,2,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.1,2,0.2,"[0, 1, 0]",1,91.35802469135803,8.641975308641975
81,0.1,2,0.2,"[0, 1, 0]",2,92.5925925925926,7.4074074074074066
81,0.1,2,0.2,"[0, 1, 0]",3,95.06172839506173,4.938271604938271
81,0.1,2,0.2,"[0, 1, 0]",4,97.53086419753086,2.4691358024691357
81,0.1,2,0.2,"[0, 1, 0]",5,87.65432098765432,12.345679012345679
81,0.1,2,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.1,2,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.1,2,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.1,2,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.1,2,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.1,2,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.1,2,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.1,2,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.1,2,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.1,2,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.1,2,0.3,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.1,2,0.3,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.1,2,0.3,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.1,2,0.3,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.1,2,0.3,"[0, 1, 0]",5,96.29629629629629,3.7037037037037033
81,0.1,2,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.1,2,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.1,2,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.1,2,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.1,2,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.1,2,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.1,2,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.1,2,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.1,2,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.1,2,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.1,2,0.4,"[0, 1, 0]",1,92.5925925925926,7.4074074074074066
81,0.1,2,0.4,"[0, 1, 0]",2,93.82716049382715,6.172839506172839
81,0.1,2,0.4,"[0, 1, 0]",3,95.06172839506173,4.938271604938271
81,0.1,2,0.4,"[0, 1, 0]",4,93.82716049382715,6.172839506172839
81,0.1,2,0.4,"[0, 1, 0]",5,90.12345679012346,9.876543209876543
81,0.1,2,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.1,2,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.1,2,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.1,2,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.1,2,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.1,2,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.1,2,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.1,2,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.1,2,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.1,2,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.1,2,0.5,"[0, 1, 0]",1,88.88888888888889,11.11111111111111
81,0.1,2,0.5,"[0, 1, 0]",2,95.06172839506173,4.938271604938271
81,0.1,2,0.5,"[0, 1, 0]",3,96.29629629629629,3.7037037037037033
81,0.1,2,0.5,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.1,2,0.5,"[0, 1, 0]",5,93.82716049382715,6.172839506172839
81,0.1,2,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.1,2,0.5,"[0, 0, 1]",2,0.0,100.0
81,0.1,2,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.1,2,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.1,2,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.1,4,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.1,4,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.1,4,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.1,4,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.1,4,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.1,4,0.1,"[0, 1, 0]",1,86.41975308641975,13.580246913580247
81,0.1,4,0.1,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.1,4,0.1,"[0, 1, 0]",3,92.5925925925926,7.4074074074074066
81,0.1,4,0.1,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.1,4,0.1,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.1,4,0.1,"[0, 0, 1]",1,50.617283950617285,49.382716049382715
81,0.1,4,0.1,"[0, 0, 1]",2,44.44444444444444,55.55555555555556
81,0.1,4,0.1,"[0, 0, 1]",3,49.382716049382715,50.617283950617285
81,0.1,4,0.1,"[0, 0, 1]",4,39.50617283950617,60.49382716049383
81,0.1,4,0.1,"[0, 0, 1]",5,54.32098765432099,45.67901234567901
81,0.1,4,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.1,4,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.1,4,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.1,4,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.1,4,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.1,4,0.2,"[0, 1, 0]",1,92.5925925925926,7.4074074074074066
81,0.1,4,0.2,"[0, 1, 0]",2,83.9506172839506,16.049382716049383
81,0.1,4,0.2,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.1,4,0.2,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.1,4,0.2,"[0, 1, 0]",5,90.12345679012346,9.876543209876543
81,0.1,4,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.1,4,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.1,4,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.1,4,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.1,4,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.1,4,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.1,4,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.1,4,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.1,4,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.1,4,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.1,4,0.3,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.1,4,0.3,"[0, 1, 0]",2,82.71604938271605,17.28395061728395
81,0.1,4,0.3,"[0, 1, 0]",3,92.5925925925926,7.4074074074074066
81,0.1,4,0.3,"[0, 1, 0]",4,91.35802469135803,8.641975308641975
81,0.1,4,0.3,"[0, 1, 0]",5,87.65432098765432,12.345679012345679
81,0.1,4,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.1,4,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.1,4,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.1,4,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.1,4,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.1,4,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.1,4,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.1,4,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.1,4,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.1,4,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.1,4,0.4,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.1,4,0.4,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.1,4,0.4,"[0, 1, 0]",3,92.5925925925926,7.4074074074074066
81,0.1,4,0.4,"[0, 1, 0]",4,92.5925925925926,7.4074074074074066
81,0.1,4,0.4,"[0, 1, 0]",5,88.88888888888889,11.11111111111111
81,0.1,4,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.1,4,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.1,4,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.1,4,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.1,4,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.1,4,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.1,4,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.1,4,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.1,4,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.1,4,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.1,4,0.5,"[0, 1, 0]",1,91.35802469135803,8.641975308641975
81,0.1,4,0.5,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.1,4,0.5,"[0, 1, 0]",3,86.41975308641975,13.580246913580247
81,0.1,4,0.5,"[0, 1, 0]",4,95.06172839506173,4.938271604938271
81,0.1,4,0.5,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.1,4,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.1,4,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.1,4,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.1,4,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.1,4,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.1,6,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.1,6,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.1,6,0.1,"[1, 0, 0]",3,100.0,0.0
